assunto,codigo,codigo_pai,dispositivo_legal,artigo,alteracoes,glossario,ods,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,fonte,instancia,caminho_codigos,caminho_assuntos
Institucionalização Pedagógica do Atendimento Educacional Especializado,12829,12796,PNE,"Meta 1, Estratégia 1.11, Meta 4, Estratégias 4.1, 4.3, 4.4, 4.8, 4.9, 4.11 e 4.13, Meta 6, Estratégia 6.8",glossario;,Dispõe sobre a educação e atendimento escolar especializado,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:26:28,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12796 > 12829,DIREITO À EDUCAÇÃO > Educação Especial > Institucionalização Pedagógica do Atendimento Educacional Especializado
"Material Didático Especializado, Tecnologias Assistivas e Suporte",12831,12796,"LDB, PNE","art. 59, I (LDB); Meta 1, Estratégias 1.5 e 1.6, Meta 4, Estratégia 4.3, Meta 7, Estratégia 7.18 (PNE)",glossario;,Dispõe sobre o fornecimento de materiais especializados para fomentar a acessibilidade,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:27:19,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12796 > 12831,"DIREITO À EDUCAÇÃO > Educação Especial > Material Didático Especializado, Tecnologias Assistivas e Suporte"
Profissionais de Apoio,12827,12796,"LDB, PNE","art. 59 (LDB); Meta 4, Estratégia 4.9, 4.13 (PNE)",glossario;,"Estabelece a obrigação de fornecer as condições para o atendimento adequado dos educandos com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação","ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:27:33,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12796 > 12827,DIREITO À EDUCAÇÃO > Educação Especial > Profissionais de Apoio
Sala de Recursos Multifuncionais,12828,12796,"LDB, PNE","art. 59, I (LDB); Meta 4, Estratégia 4.3 (PNE)",glossario;,Versa sobre o fornecimento de condições e materiais aptos a fomentar a acessibilidade,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:27:44,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12796 > 12828,DIREITO À EDUCAÇÃO > Educação Especial > Sala de Recursos Multifuncionais
Educação Superior,12832,12775,,,glossario;,Hierarquia complementar envolvendo demandas de Educação Superior.,"ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:28:00,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12832,DIREITO À EDUCAÇÃO > Educação Superior
"Graduação (Bacharelado, Licenciatura, Profissional Tecnológica)",12833,12832,,,glossario;,Assunto complementar de uso obrigatório em demandas envolvendo cursos de Graduação.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:28:44,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12832 > 12833,"DIREITO À EDUCAÇÃO > Educação Superior > Graduação (Bacharelado, Licenciatura, Profissional Tecnológica)"
Pós-Graduação,12834,12832,,,glossario;,Assunto complementar de uso obrigatório em demandas envolvendo cursos de Pós-Graduação,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:28:56,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12832 > 12834,DIREITO À EDUCAÇÃO > Educação Superior > Pós-Graduação
Ensino à Distância,12835,12775,,,glossario;,Assunto complementar de uso obrigatório em demandas envolvendo Ensino à Distância.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:29:14,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12835,DIREITO À EDUCAÇÃO > Ensino à Distância
Financiamento,12801,12775,"CF, LDB, PNE","art. 213 (CF); art. 68 (LDB); art. 5º, § 2º, §3º, §4º (PNE)",glossario;,Dispõe sobre os recursos públicos destinados à educação pública,"ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:29:29,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12801,DIREITO À EDUCAÇÃO > Financiamento
Despesa,12837,12801,"LDB, PNE","art. 69, § 4º, (LDB); art. 5º, §1º, inciso III (PNE)",glossario;,Dispõe sobre as despesas e investimentos do poder público em educação,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2020-10-08 14:49:54,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12801 > 12837,DIREITO À EDUCAÇÃO > Financiamento > Despesa
Manutenção e Desenvolvimento do Ensino,12838,12837,"CF, LDB","art. 212 (CF); arts. 70, 71 e 72 (LDB)",glossario;,Dispõe sobre despesas com manutenção e desenvolvimento do ensino,"ODS 3 - Saúde e bem-estar; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:29:47,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12801 > 12837 > 12838,DIREITO À EDUCAÇÃO > Financiamento > Despesa > Manutenção e Desenvolvimento do Ensino
Financiamento Privado do Ensino Superior e/ou Pesquisa,12925,12801,,,glossario;,Dispõe sobre o financiamento privado do ensino superior e/ou pesquisa.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-10-08 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12801 > 12925,DIREITO À EDUCAÇÃO > Financiamento > Financiamento Privado do Ensino Superior e/ou Pesquisa
Gestão,12799,12775,,,adicionado este ramo da justiça;,,,2020-09-23 00:00:00,2021-07-14 11:29:58,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12799,DIREITO À EDUCAÇÃO > Gestão
Autonomia da Instituição de Ensino,12840,12799,"LDB, PNE","art. 15 (LDB); Meta 19, Estratégia 19.7 (PNE)",glossario;,Dispõe sobre a autonomia escolar e o seu fortalecimento,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:30:18,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12799 > 12840,DIREITO À EDUCAÇÃO > Gestão > Autonomia da Instituição de Ensino
Estatutos e Regimentos - Regras de Convivência e Sanções Disciplinares,12839,12799,PNE,"Meta 19, Estratégia 19.6",glossario;,"Dispõe sobre a elaboração dos regimentos escolares, assegurando a participação dos profissionais da educação, alunos e familiares","ODS 8 - Trabalho decente e crescimento econômico; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:30:56,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12799 > 12839,DIREITO À EDUCAÇÃO > Gestão > Estatutos e Regimentos - Regras de Convivência e Sanções Disciplinares
Jubilamento de Aluno,12924,12799,,,,Trata do jubilamento de aluno da educação superior.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-10-08 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12799 > 12924,DIREITO À EDUCAÇÃO > Gestão > Jubilamento de Aluno
Penalidades Disciplinares,12921,12799,,,glossario;,Trata de interposição de penalidades disciplinares no sistema educacional.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-10-08 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12799 > 12921,DIREITO À EDUCAÇÃO > Gestão > Penalidades Disciplinares
Permanência,12794,12775,,,glossario;,Hierarquia com assuntos pertinentes à permanência no sistema educacional.,"ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:31:09,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12794,DIREITO À EDUCAÇÃO > Permanência
Colação de Grau,12929,12794,,,glossario;,Demandas envolvendo colação de grau de ensino superior.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-10-08 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12794 > 12929,DIREITO À EDUCAÇÃO > Permanência > Colação de Grau
Evasão e Abandono,12848,12794,,,glossario;,Dispõe sobre evasão ou abandono do sistema educacional.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:31:24,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12794 > 12848,DIREITO À EDUCAÇÃO > Permanência > Evasão e Abandono
Expedição de Diplomas e Omissão na Entrega das Notas,12842,12794,LDB,"Art. 24, VIII, art. 48, art. 53",glossario;,Dispõe sobre a expedição de diplmas e a competência das universidades para tal.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:31:44,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12794 > 12842,DIREITO À EDUCAÇÃO > Permanência > Expedição de Diplomas e Omissão na Entrega das Notas
Mensalidades,12841,12794,"CF, LDB","art. 208, §2º (CF); Art. 5º, §3ºe 4º (LDB)",,"Dispõe sobre a cobrança de mensalidades na Educação, inclusive superior.","ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:32:03,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12794 > 12841,DIREITO À EDUCAÇÃO > Permanência > Mensalidades
"Programas de Assistência Estudantil - Alimentação, Moradia, Creche, Transporte",12849,12794,PNE e lei 11.095/05,Meta 12.20,glossario;,Dispõe sobre os programas de assistência estudantil ofertados para permanência do estudante no curso,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:32:57,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12794 > 12849,"DIREITO À EDUCAÇÃO > Permanência > Programas de Assistência Estudantil - Alimentação, Moradia, Creche, Transporte"
Programas de Bolsas e Financiamento Estudantil com Recursos Públicos,12843,12794,,,glossario;,Dispõe sobre os programas de assistência estudantil ofertados para permanência do estudante no curso,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:33:29,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12794 > 12843,DIREITO À EDUCAÇÃO > Permanência > Programas de Bolsas e Financiamento Estudantil com Recursos Públicos
Fies,12844,12843,Lei 13.570/2017,1º,glossario;,"Dispõe sobre o programa Fies, destinado à concessão de financiamento a estudantes de cursos superiores não gratuitos e com avaliação positiva nos processos","ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:33:39,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12794 > 12843 > 12844,DIREITO À EDUCAÇÃO > Permanência > Programas de Bolsas e Financiamento Estudantil com Recursos Públicos > Fies
Outros,12846,12843,PNE; Lei 10.260/01; Lei 11.095,"Meta 12.5, 12.6, 12.20",glossario;,"Dispõe sobre PDispõe sobre programa de bola ou financiamento estudantil, diversos do FIES e PROUNI.","ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:33:45,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12794 > 12843 > 12846,DIREITO À EDUCAÇÃO > Permanência > Programas de Bolsas e Financiamento Estudantil com Recursos Públicos > Outros
Prouni,12845,12843,L13.530/17,1º,glossario;,Dispõe sobre o PROUNI.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:33:52,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12794 > 12843 > 12845,DIREITO À EDUCAÇÃO > Permanência > Programas de Bolsas e Financiamento Estudantil com Recursos Públicos > Prouni
Planos Decenais,12802,12775,CF,"art. 8°, 9° e 214",glossario;,Dispõe sobre os planos decenais,"ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:34:04,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12802,DIREITO À EDUCAÇÃO > Planos Decenais
Plano Estadual de Educação,12916,12802,CF e PNE,art. 8° e 9°,glossario;,Dispõe sobre o Plano Estadual de Educação,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-10-01 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12802 > 12916,DIREITO À EDUCAÇÃO > Planos Decenais > Plano Estadual de Educação
Processo de Elaboração,12919,12916,PNE,"art. 8°, §2°",glossario;,Dispõe sobre processo de elaborção do Plano Estadual de Educação,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-10-01 00:00:00,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12802 > 12916 > 12919,DIREITO À EDUCAÇÃO > Planos Decenais > Plano Estadual de Educação > Processo de Elaboração
Plano Municipal de Educação,12850,12802,"CF, PNE",art. 214 (CF); art. 8° e 9° (PNE),glossario;,Dispõe sobre o Plano Municipal de Educação,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:34:25,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12802 > 12850,DIREITO À EDUCAÇÃO > Planos Decenais > Plano Municipal de Educação
Processo de Elaboração,12851,12850,PNEa,"art 8º, § 2º",glossario;,Dispõe sobre o processo de elaboração do Plano Municipal de Educação,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:34:46,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12802 > 12850 > 12851,DIREITO À EDUCAÇÃO > Planos Decenais > Plano Municipal de Educação > Processo de Elaboração
Plano Nacional de Educação,12917,12802,CF,214,glossario;,Dispõe sobre o Plano Nacional de Educação,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-10-01 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12802 > 12917,DIREITO À EDUCAÇÃO > Planos Decenais > Plano Nacional de Educação
Processo de Elaboração,12918,12917,PNE,"art. 6°, §2°;",glossario;,Dispõe sobre o processo de elaboração do Plano Nacional de Educação,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-10-01 00:00:00,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12802 > 12917 > 12918,DIREITO À EDUCAÇÃO > Planos Decenais > Plano Nacional de Educação > Processo de Elaboração
Qualidade,12797,12775,"CF, LDB","art. 206, VII e art. 209, II (CF); art. 3º, IX (LDB)",glossario;,Dispõe sobre sobre o padrão de qualidade a ser garantido pelos sistemas de ensino,"ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:34:57,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12797,DIREITO À EDUCAÇÃO > Qualidade
Alimentação Escolar,12862,12797,"CF, PNE, LDB","art. 208 (CF); art. 4º, VIII, art. 10, VII, art. 11, VI, art. 70, VIII (LDB); Meta 4, Estratégia 4.6 e Meta 7, Estratégia 7.17 (PNE)",glossario;,DispõDispõe sobre o fornecimento de alimentação escolar.,"ODS 2 - Fome zero e agricultura sustentável; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:35:10,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12797 > 12862,DIREITO À EDUCAÇÃO > Qualidade > Alimentação Escolar
"Bullying, Violência e Discriminação",12857,12797,"CF, PNE","art. 3, IV, art. 227 (CF); art. 2º, III (PNE)",glossario;,Dispõe sobre a erradicação de todas as formas de discriminação.,"ODS 3 - Saúde e bem-estar; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:35:49,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12797 > 12857,"DIREITO À EDUCAÇÃO > Qualidade > Bullying, Violência e Discriminação"
Colisão de Horário,12928,12797,,,,Demandas sobre colisão de horários de oferecimento de disciplinas obrigatórias para a formação discente.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-10-08 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12797 > 12928,DIREITO À EDUCAÇÃO > Qualidade > Colisão de Horário
Currículo Escolar,12927,12797,,,,Ações que dizem respeito a alterações na grade curricular; incluindo a seriação e os pré-requisitos.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-10-08 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12797 > 12927,DIREITO À EDUCAÇÃO > Qualidade > Currículo Escolar
Distorção de Série/Idade,12852,12797,LDB; PNE,"art. 32, I (LDB); Meta 5, Estratégias 5.1, 5.2 e 5.3 (PNE)",,Dispõe sobre a distorção de série e idade na educação básica.,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:36:53,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12797 > 12852,DIREITO À EDUCAÇÃO > Qualidade > Distorção de Série/Idade
Estudos de Recuperação,12865,12797,,,glossario;,Dispõe sobre a possibilidade de aceleração de estudos para alunos com atraso escolar,"ODS 4 - Educação de qualidade; ODS 16 - Paz, justiça e instituições eficazes",2020-09-23 00:00:00,2021-07-14 11:37:15,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,12775 > 12797 > 12865,DIREITO À EDUCAÇÃO > Qualidade > Estudos de Recuperação
